ts_server,prolific_pid,study_id,session_id,index,total,prev_image,current_image,description_a,description_b,model_position,choice,confidence,comments,ua
2025-11-17T04:21:20.126Z,,,,51,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000118.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000119.jpg,"""The scene is an indoor room with a quadruped robot and a human hand holding a blue controller device. No elevator or elevator-related elements are visible in this frame. The task has not yet begun as there is no evidence of approaching, calling, or interacting with an elevator.""","""The handler i sbehind the robot dog with only the hand and controller visable. The robotic dog is stationary by the door, scanning the environment. There are no obsructions or hazards in its path. Task appears to be walking to the door, this is completed successfully.""",A,A,44,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:21:37.774Z,,,,52,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000169.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000170.jpg,"""The current frame shows a robot in a hallway with no visible elevator or user interaction related to elevator use. The environment appears to be an indoor corridor, but there is no evidence of any phase of the elevator interaction task being initiated or in progress. No elevator doors, call buttons, or floor indicators are visible.""","""Robot is in the middle of the room. User is stood in the corner of the right room with a phone in his hand. Whilst another user crouches down ahead of the robot.""",A,A,53,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:25:10.109Z,,,,0,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000214.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000215.jpg,"""User and robot are moving through a hallway toward the elevator area; user is following the robot, indicating initial approach phase of the elevator interaction task.""","""The robot and its handler are in a corridor that narrows as you go further down, The handler appears to be at an awkward angle to control the robot with an outstretched hand grasping the handle of the robot. There is a workman in the corridor where the robot will pass, hit will have to wait until taht man moves.""",A,A,70,User A has an elevator and there is a door beside him,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2025-11-17T04:26:34.543Z,,,,1,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000222.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000223.jpg,"""User and robot are in a hallway, approaching the elevator area; no elevator is visible yet, and no button interactions have occurred. The user is guiding or adjusting the robot’s arm while another person is visible in the background.""","""The user of the robot is guiding the robot down a corridor, he is to the right of the robot. The corridor will narrow  as the robot passes down. There is a workman crouching down in the narrow bit, he is in the way.""",A,Neither,70,No image fits the description.,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2025-11-17T04:28:09.958Z,,,,2,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000226.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000227.jpg,"""Robot is in the middle of the room with control. No obstacles and users feet to the left.""","""User and robot are in a hallway, approaching the elevator area; user is holding a controller while robot guides forward; another person is visible in the background but not interfering.""",B,A,70,No obstacles,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2025-11-17T04:29:05.163Z,,,,3,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000228.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000229.jpg,"""robot is passage. user is on the right side of robot. There is a person in front of robot.""","""User and robot are moving down a hallway toward the elevator area; user is holding the robot's handle, indicating active guidance phase before reaching the elevator call station.""",B,B,70,There is active guidance phase,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2025-11-17T04:30:33.661Z,,,,4,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000231.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000232.jpg,"""User and robot are moving down a hallway toward the elevator area; user is following the robot, which is guiding them forward. No elevator is visible yet, indicating early approach phase. Another person is present in the background but not interfering.""","""The robotic dog is walking along a carpeted hallway under human supervision, with users nearby, including one wearing a white shirt and blue shorts. The robot seems aligned with the hallway pathway and is equipped with sensors for navigation. The environment is well lit and unobstructed with wooden doors and signage indicating an indoor facility suitable for testing.""",A,Neither,70,No image fits the description,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2025-11-17T04:40:15.779Z,,,,0,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000214.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000215.jpg,"""User and robot are moving through a hallway toward the elevator area; user is following the robot, indicating initial approach phase of the elevator interaction task.""","""The robot and its handler are in a corridor that narrows as you go further down, The handler appears to be at an awkward angle to control the robot with an outstretched hand grasping the handle of the robot. There is a workman in the corridor where the robot will pass, hit will have to wait until taht man moves.""",A,B,81,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:40:58.275Z,,,,1,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000222.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000223.jpg,"""User and robot are in a hallway, approaching the elevator area; no elevator is visible yet, and no button interactions have occurred. The user is guiding or adjusting the robot’s arm while another person is visible in the background.""","""The user of the robot is guiding the robot down a corridor, he is to the right of the robot. The corridor will narrow  as the robot passes down. There is a workman crouching down in the narrow bit, he is in the way.""",A,A,88,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:41:32.447Z,,,,2,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000226.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000227.jpg,"""Robot is in the middle of the room with control. No obstacles and users feet to the left.""","""User and robot are in a hallway, approaching the elevator area; user is holding a controller while robot guides forward; another person is visible in the background but not interfering.""",B,B,92,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:41:58.904Z,,,,3,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000228.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000229.jpg,"""robot is passage. user is on the right side of robot. There is a person in front of robot.""","""User and robot are moving down a hallway toward the elevator area; user is holding the robot's handle, indicating active guidance phase before reaching the elevator call station.""",B,B,67,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:42:29.277Z,,,,4,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000231.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000232.jpg,"""User and robot are moving down a hallway toward the elevator area; user is following the robot, which is guiding them forward. No elevator is visible yet, indicating early approach phase. Another person is present in the background but not interfering.""","""The robotic dog is walking along a carpeted hallway under human supervision, with users nearby, including one wearing a white shirt and blue shorts. The robot seems aligned with the hallway pathway and is equipped with sensors for navigation. The environment is well lit and unobstructed with wooden doors and signage indicating an indoor facility suitable for testing.""",A,B,85,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:42:57.662Z,,,,5,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000233.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000234.jpg,"""Handler is to the right hand side of the robotic dog, only feet visable. The robotic dog is stationery, scanning teh environment, the pathway free from obstruction and hazards. The task appears to be wait at the door, which looks to be successfully completed.""","""User and robot are moving down a hallway toward an unknown destination; no elevator is visible yet, suggesting early approach phase of the task.""",B,A,53,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:43:32.421Z,,,,6,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000270.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000271.jpg,"""The handler is behinfd the robotic dog with the controls and their hand only visable. The robotic dogs task apperas to be leaving he room through the door, the robotic dog is scanning the environment whilst walking. The door is partially obstructed by a human, and the robotic dog appears misaligned to get through the door successfully.""","""User and robot are moving down a hallway toward an elevator area; no elevator is visible yet, indicating early approach phase of the task.""",B,B,77,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:44:13.362Z,,,,7,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000272.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000273.jpg,"""A user is actively interacting with the robot; one person's body is only partially seen, the other 2 hands can be seen, and one seems to be the one controlling the robot. The robot is aligned with a designated path, suggesting a calibration task. Path is clear with no obstacles.""","""The current frame shows a robotic quadruped in an indoor hallway or lab setting, with no visible elevator or call button. The user and robot are not engaged in any elevator-related activity. This appears to be a setup or calibration phase prior to beginning the elevator interaction task.""",B,B,77,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:44:40.866Z,,,,8,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000295.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000296.jpg,"""The robot remains to the left side of the room.user is at the back of the room standing stationsry in the middle. User is aligned with robot and another user crouched at the left side of the room.""","""The current frame shows a quadruped robot in a hallway with people nearby, but no elevator is visible and no elevator interaction has begun. The scene appears to be a testing or lab environment, not yet at the start of the elevator task.""",B,A,78,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:45:05.351Z,,,,9,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000299.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000300.jpg,"""User and robot are moving down a hallway toward the elevator area; no elevator is visible yet, indicating early approach phase with other people present in the corridor.""","""The robotic dog is navigating a carpeted hallway, guiding a user who maintains close proximity and alignment. The user holds the handle with appropriate tension, indicating active control. The environment is well lit and unobstructed, with lockers and doors along the walls; this is a safe indoor setting.""",A,B,62,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:45:28.602Z,,,,10,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000300.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000301.jpg,"""The handler is stationery in front of the robotic dog, further down the hallway. The robotic dogs task appears to be to reach the handler. The robotic dog appears to be moving toward the handler, but is slightly misaligned, there are no obstructions or hazards in the area. The task does not appear to have been completed.""","""User and robot are in a hallway, approaching the elevator area. Robot is guiding the user forward. Other people are present in the hallway, but no direct interaction with the elevator yet. Task has not yet reached call button phase.""",B,A,55,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:45:48.288Z,,,,11,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000345.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000346.jpg,"""User and robot are moving down a hallway toward the elevator area; user is walking ahead while robot follows, indicating initial approach phase of elevator interaction.""","""Users feet are just seen at start of frame. The robot is entering another room, straight on. Alignment looks good with control""",A,B,86,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:46:09.322Z,,,,12,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000011.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000012.jpg,"""Robot is standing in front of elevator door. user is standing to left of robot. No obstacles in front of robot.""","""Robot is guiding the user down a hallway toward the elevator lobby. User is walking behind the robot, approaching the elevator area. Elevator doors are closed and no button interaction has occurred yet. The environment is clear with other people present in the background.""",B,B,83,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:46:14.316Z,,,,13,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000011.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000012.jpg,"""The dog and user are near stairs and an elevator. No obstructions visible.""","""Robot is guiding the user down a hallway toward the elevator lobby. User is walking behind the robot, approaching the elevator area. Elevator doors are closed and no button interaction has occurred yet. The environment is clear with other people present in the background.""",B,B,70,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:46:44.402Z,,,,14,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000016.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000017.jpg,"""User is pressing the elevator call button with assistance from the robot guide, which is positioned nearby to guide the user. The elevator doors are closed, indicating the system is waiting for arrival. Other people are present in the lobby but not interfering.""","""The handler is on the left hand side of the robotic dog. T%he task appears to be walking to the elevator. The dog is walking and scanning the area and the path is clear with no hazards or obstructions. Appears to be no drift, good control.""",A,B,70,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:47:20.710Z,,,,15,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000018.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000019.jpg,"""Robot is to the right of the room facing and elevator and stairs. No user seen.""","""User and robot are approaching the elevator from a distance in a clear lobby environment. Elevator doors are closed, indicating the system is waiting for call input. Other people are present nearby but not obstructing the path.""",B,A,59,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:47:52.665Z,,,,16,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000030.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000031.jpg,"""User and robot are approaching the elevator from a distance; robot is guiding, user is following; elevator doors are closed, no button interaction yet; environment is clear with other people present in background.""","""User is stationery behind the robotic dog. The dog is stationery by the lift facing the control panel. The dog appears to be misaligned to enter the lift once the doors open. The goal of reaching the door has mildly been achieved.""",A,B,70,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:48:13.463Z,,,,17,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000052.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000053.jpg,"""The handler appears to be on the left hand side of the lift pushing the elevator button. The robotic dogs task appears to be waiting for the lift to opne. The robotic dog is stationery facing the lift and scanning the environment. There are no obstructions or hazards in the way. Task appears to be completed.""","""User is at the elevator threshold with robot assisting; elevator doors are open after call button was pressed, preparing for entry.""",B,A,82,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:49:12.566Z,,,,18,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000067.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000068.jpg,"""Robot is elevator and not aligned to elevator door. user is outside of elevator.""","""User is entering the elevator with assistance from the robot, which is positioned at the threshold. The elevator doors are open, and a person's hand is visible pressing the call button. The environment is clear with no immediate hazards.""",B,A,47,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:49:40.671Z,,,,19,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000087.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000088.jpg,"""Robot is at the left facing the elevator. User is to the right, feet are seen and hands on a controller.""","""User and robot are inside the elevator with doors closed; user is interacting with floor selection panel, indicating progression to floor selection phase after successful entry.""",B,A,78,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:49:58.876Z,,,,20,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000101.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000102.jpg,"""User is exiting the elevator at the destination floor while the robot remains inside; doors are fully open and environment appears clear for safe exit.""","""The user is beside the robot; feet and hands can be seen. The robot is going through a door towards the hallway; the handle is held with slight tension, indicating guidance to some other rooms on the other side.""",A,B,80,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:50:19.111Z,,,,21,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000110.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000111.jpg,"""User is exiting the elevator at the destination floor, with the robot still inside. The doors are fully open, and another person is visible in the hallway, indicating a social context. The task is in the final exit phase but not yet completed.""","""The handler is behind the dog, with only the control and hand visible. The dogs task appears to be walking down the hallway. The dog appears to be scanning the environment and its pathe is free from hazards and obstructions. The dog appears to be travelling a misaligned path.""",A,B,81,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:50:35.390Z,,,,22,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000115.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000116.jpg,"""User and robot are exiting the elevator onto the destination floor. The elevator doors are fully open, and the user is stepping out into a spacious lobby area with other people visible nearby. The robot follows closely behind, maintaining guidance as the user completes the exit phase of the elevator journey.""","""The user follows the robotic guide dog along a hallway, remaining aligned with its path all along. The handle is held steadily, showing controlled guidance. The path followed is clear with no obstacles, and both user and robot move smoothly towards the visible elevator doors.""",A,B,78,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:50:53.330Z,,,,23,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000116.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000117.jpg,"""User and robot are approaching the elevator area in a spacious lobby; user is guiding the robot with a handheld controller, indicating initial phase of elevator interaction task.""","""The robot is slightly to the left of the user, the  user has the fore finger on the robot button , the user is controlling the robot to the automatic doors. A person to his left stops by the wall to allow the robot to make a smooth passage to its destination.""",A,B,85,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:51:30.559Z,,,,24,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000123.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000124.jpg,"""Initial setup phase showing the robot guide dog and user in a lobby environment; no elevator interaction has begun yet. The user is holding a controller, suggesting preparation for movement or testing, but the elevator is not visible or engaged.""","""Robot moves towards elevator and stairs. Users feet to the left. Robot heading towards lift.""",A,A,47,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:51:47.562Z,,,,25,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000160.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000161.jpg,"""User and robot are approaching the elevator from a distance; user is holding the robot's handle, robot is positioned ahead guiding toward the closed elevator doors. Other people are visible in the background but not interfering.""","""The handler appears to be behind the robotic dog with just the controller and hand visable. The robotic dogs task appears to be reaching the lift and waiting for it to open. The dog is scanning the environment and correcting its trajectory as it completes the task.""",A,B,78,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:52:07.486Z,,,,26,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000165.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000166.jpg,"""User and robot are approaching the elevator bank; robot is positioned in front, guiding the user toward the closed elevator doors. No button interaction has occurred yet.""","""The robotic dog is navigating a tiled hallway with vertical black wall panels, and a white door is visible. The view appears to be from the robot's onboard camera capturing a forward-facing view as it moves through the corridor. The environment is unobstructed.""",A,A,84,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:52:31.637Z,,,,27,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000214.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000215.jpg,"""User and robot are inside the elevator with doors open at the destination floor; user is positioned to exit, indicating the riding phase is complete and exiting phase is beginning.""","""User points the control remote towards the robot. Robot is facing the elevator while another users feet are to the right side.""",A,B,76,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:52:45.016Z,,,,28,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000227.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000228.jpg,"""User and robot are inside the elevator with doors open at the destination floor; user is positioned near the door, preparing to exit while another person stands nearby. The task is in the exiting phase.""","""Robot and control facing the elevator. Users feet seen on both sides of robot.""",A,A,86,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:53:02.692Z,,,,29,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000240.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000241.jpg,"""Robot leaves the lift into the room. User in front where you can see the hand holding the control. And you can see feet on either side.""","""User and robot are inside the elevator with doors open at the destination floor; user is preparing to exit while robot remains stationary, indicating transition from riding to exiting phase.""",B,A,75,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:53:30.127Z,,,,30,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000263.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000264.jpg,"""The handler is walking alongside the robotic dog on the dogs left hand side. The task appears to be walking alongside the handler. The dog appears to be scanning the area, and the path is free from hazards and obstructions.""","""User and robot are exiting the elevator onto the destination floor; doors remain open, indicating the ride phase is complete and exit is in progress.""",B,B,76,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:53:58.174Z,,,,31,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000277.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000278.jpg,"""User and robot are exiting the elevator onto the destination floor. The user is stepping out while the robot follows closely behind, indicating the riding phase has concluded and exit phase is underway.""","""user is on the side of robot. Robot is in large room going to wards a doorway. with no obstacles.""",A,A,66,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:54:26.017Z,,,,32,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000294.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000295.jpg,"""there is a large atrium where the robot and two other people are. A man is standing nearby with the control of the robot and another person is to the right, looks like they are talking. The robot does not have a clear path and is unsure where to go.""","""User and robot are approaching the elevator area in a hallway; user is walking ahead while robot follows, indicating early phase of elevator interaction task.""",B,A,52,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:54:45.558Z,,,,33,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000298.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000299.jpg,"""User and robot are in a building lobby, approaching the elevator area. The user is walking alongside the robot guide, which is navigating forward. No elevator or call button is visible yet; task has not begun. Another person is partially visible to the right, indicating social context.""","""Two users are partially seen standing near the robot interacting with it. The hallway is clear with no obstacles. The environment has large windows and a reception desk. The space is safe for navigating and demonstration.""",A,A,84,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
